battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
2,58,Growlithe,fire,55,70,45,60,False,110,Red Champion,18,Pallet Town,37,Vulpix,Fire,38,41,40,65,False,148,Flint Fire,39,Sunnyshore City,110,Completed,2024-03-09 14:10:58
12,112,Rhydon,"ground,Rock",105,130,120,40,False,122,Clair Dragon,21,Blackthorn City,21,Spearow,"Normal,flying",40,60,30,70,False,136,Winona Flying,28,Fortree City,136,Completed,2024-03-09 15:19:29
89,84,Doduo,"normal,flying",35,85,45,75,False,134,Flannery Fire,23,Lavaridge Town,78,Rapidash,Fire,65,100,70,105,False,102,Misty Waterflower,12,Cerulean City,,In-Battle,2024-03-09 22:33:32
96,60,Poliwag,Water,40,50,40,90,False,105,May Maple,13,Petalburg City,14,Kakuna,"bug,Poison",45,25,50,35,False,122,Clair Dragon,21,Blackthorn City,105,Completed,2024-03-09 20:37:24
313,21,Spearow,"normal,Flying",40,60,30,70,False,146,Aaron Bug,19,Sandgem Town,23,Ekans,poison,35,60,44,55,False,106,Dawn Berlitz,10,Twinleaf Town,,In-Battle,2024-03-09 15:27:27
327,70,Weepinbell,"grass,poison",65,90,50,55,False,140,Sidney Dark,24,Lilycove City,32,Nidoran♂,Poison,46,57,40,50,False,117,Erika Celadon,22,Celadon City,,In-Battle,2024-03-09 20:28:36
334,150,Mewtwo,psychic,106,110,90,130,True,122,Clair Dragon,21,Blackthorn City,106,Hitmonlee,fighting,50,120,53,87,False,117,Erika Celadon,22,Celadon City,,In-Battle,2024-03-09 19:16:38
339,72,Tentacool,"Water,Poison",40,40,35,70,False,117,Erika Celadon,22,Celadon City,101,Electrode,electric,60,50,70,140,False,140,Sidney Dark,24,Lilycove City,,In-Battle,2024-03-09 12:13:05
418,33,Nidorino,Poison,61,72,57,65,False,129,Bugsy Bug,16,Azalea Town,121,Starmie,"Water,psychic",60,75,85,115,False,112,Leaf Green,18,Pallet Town,,In-Battle,2024-03-09 00:25:15
434,76,Golem,"Rock,ground",80,120,130,45,False,125,Pryce Ice,60,Mahogany Town,147,Dratini,Dragon,41,64,45,50,False,122,Clair Dragon,21,Blackthorn City,,In-Battle,2024-03-09 00:38:58
448,11,Metapod,bug,50,20,55,30,False,105,May Maple,13,Petalburg City,105,Marowak,ground,60,80,110,45,False,127,Jasmine Steel,19,Olivine City,105,Completed,2024-03-09 10:04:23
496,53,Persian,normal,65,70,60,115,False,149,Lucian Psychic,28,Sunyshore City,62,Poliwrath,"water,fighting",90,95,95,70,False,116,Lt. Surge Surge,29,Vermilion City,,Cancelled,2024-03-09 17:10:50
