battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
50,130,Gyarados,"Water,Flying",95,125,79,81,False,121,Janine Poison,15,Fuchsia City,143,Snorlax,Normal,,110,65,30,False,101,Ash Ketchum,16,Pallet Town,,Planned,2024-01-10 19:59:24
59,16,Pidgey,"Normal,Flying",,45,,,False,144,Wallace Milotic,33,Sootopolis City,18,Pidgeot,"Normal,flying",83,,75,101,False,146,Aaron Bug,19,Sandgem Town,,Planned,2024-01-10 09:06:58
91,19,Rattata,normal,30,56,35,72,False,123,Whitney Normal,16,Goldenrod City,109,Koffing,poison,40,,95,35,False,149,Lucian Psychic,28,Sunyshore City,,Planned,2024-01-10 10:26:14
95,148,Dragonair,dragon,61,84,65,,False,148,Flint Fire,39,Sunnyshore City,14,Kakuna,"Bug,poison",45,25,50,35,False,132,Brawly Fighting,20,Dewford Town,,Planned,2024-01-10 21:36:13
100,101,Electrode,electric,60,50,70,,False,136,Winona Flying,28,Fortree City,14,Kakuna,"bug,poison",45,25,50,,False,115,Giovanni Rocket,35,Viridian City,,Planned,2024-01-10 09:27:37
129,31,Nidoqueen,"poison,ground",,92,87,76,False,112,Leaf Green,18,Pallet Town,67,Machoke,fighting,80,100,70,45,False,136,Winona Flying,28,Fortree City,,Planned,2024-01-10 19:18:55
161,84,Doduo,"Normal,Flying",35,85,45,75,False,111,Blue Oak,18,Pallet Town,62,Poliwrath,"Water,Fighting",90,95,,70,False,109,Lance Dragonite,21,Blackthorn City,,Planned,2024-01-10 14:15:08
330,13,Weedle,"Bug,poison",40,,30,50,False,140,Sidney Dark,24,Lilycove City,146,Moltres,"Fire,Flying",,,90,90,True,143,Drake Dragon,45,Slateport City,,Planned,2024-01-10 16:03:56
367,111,Rhyhorn,"Ground,rock",80,85,95,25,False,130,Karen Dark,22,Blackthorn City,108,Lickitung,Normal,90,,75,30,False,148,Flint Fire,39,Sunnyshore City,,Planned,2024-01-10 17:21:26
428,128,Tauros,Normal,75,100,95,110,False,149,Lucian Psychic,28,Sunyshore City,56,Mankey,fighting,,80,35,,False,108,Steven Stone,25,Mossdeep City,,Planned,2024-01-10 01:09:48
436,114,Tangela,grass,65,55,115,60,False,132,Brawly Fighting,20,Dewford Town,89,Muk,Poison,105,105,75,50,False,126,Chuck Fighting,40,Cianwood City,,Planned,2024-01-10 05:09:43
458,126,Magmar,fire,65,95,57,93,False,146,Aaron Bug,19,Sandgem Town,96,Drowzee,Psychic,60,48,45,,False,129,Bugsy Bug,16,Azalea Town,,Planned,2024-01-10 16:10:31
462,148,Dragonair,dragon,61,,65,,False,111,Blue Oak,18,Pallet Town,61,Poliwhirl,Water,65,65,65,90,False,137,Tate Psychic,12,Mossdeep City,,Planned,2024-01-10 06:28:08
467,115,Kangaskhan,normal,,95,80,,False,142,Glacia Ice,29,Mossdeep City,21,Spearow,"normal,Flying",40,60,30,70,False,104,Gary Oak,16,Pallet Town,,Planned,2024-01-10 04:33:54
80,111,Rhyhorn,"Ground,Rock",80,85,95,25,False,106,Dawn Berlitz,10,Twinleaf Town,26,Raichu,Electric,60,90,55,110,False,140,Sidney Dark,24,Lilycove City,,In-Battle,2024-01-10 01:53:25
