battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
17,99,Kingler,water,55,130,115,75,False,114,N Natural,24,Unknown,64,Kadabra,Psychic,40,35,30,105,False,130,Karen Dark,22,Blackthorn City,,In-Battle,2024-05-31 00:55:20
17,99,Kingler,water,55,130,115,75,False,114,N Natural,24,Unknown,64,Kadabra,Psychic,40,35,30,105,False,130,Karen Dark,22,Blackthorn City,130,Completed,2024-05-31 11:11:27
46,136,Flareon,fire,65,130,60,65,False,108,Steven Stone,25,Mossdeep City,63,Abra,Psychic,25,20,15,90,False,150,Cynthia Champion,30,Snowpoint City,,In-Battle,2024-05-31 05:53:00
46,136,Flareon,fire,65,130,60,65,False,108,Steven Stone,25,Mossdeep City,63,Abra,Psychic,25,20,15,90,False,150,Cynthia Champion,30,Snowpoint City,108,Completed,2024-05-31 12:09:52
52,120,Staryu,water,30,45,55,85,False,107,Cynthia Shirona,28,Snowpoint City,86,Seel,Water,65,45,55,45,False,118,Sabrina Psychic,20,Saffron City,118,Completed,2024-05-31 12:57:19
107,86,Seel,water,65,45,55,45,False,137,Tate Psychic,12,Mossdeep City,96,Drowzee,psychic,60,48,45,42,False,124,Morty Ghost,25,Ecruteak City,124,Completed,2024-05-31 08:47:13
116,11,Metapod,bug,50,20,55,30,False,141,Phoebe Ghost,27,Mount Pyre,33,Nidorino,poison,61,72,57,65,False,127,Jasmine Steel,19,Olivine City,127,Completed,2024-05-31 14:36:07
127,81,Magnemite,"electric,Steel",25,35,70,45,False,140,Sidney Dark,24,Lilycove City,91,Cloyster,"Water,Ice",50,95,180,70,False,108,Steven Stone,25,Mossdeep City,140,Completed,2024-05-31 22:51:07
176,121,Starmie,"Water,psychic",60,75,85,115,False,131,Roxanne Rock,17,Rustboro City,29,Nidoran♀,Poison,55,47,52,41,False,120,Koga Poison,30,Unknown,120,Completed,2024-05-31 21:24:45
193,44,Gloom,"Grass,Poison",60,65,70,40,False,115,Giovanni Rocket,35,Viridian City,75,Graveler,"rock,ground",55,95,115,35,False,148,Flint Fire,39,Sunnyshore City,,In-Battle,2024-05-31 04:24:51
193,44,Gloom,"Grass,Poison",60,65,70,40,False,115,Giovanni Rocket,35,Viridian City,75,Graveler,"rock,ground",55,95,115,35,False,148,Flint Fire,39,Sunnyshore City,115,Completed,2024-05-31 13:32:18
210,49,Venomoth,"bug,poison",70,65,60,90,False,112,Leaf Green,18,Pallet Town,29,Nidoran♀,poison,55,47,52,41,False,121,Janine Poison,15,Fuchsia City,112,Completed,2024-05-31 14:21:30
228,84,Doduo,"Normal,flying",35,85,45,75,False,108,Steven Stone,25,Mossdeep City,104,Cubone,Ground,50,50,95,35,False,127,Jasmine Steel,19,Olivine City,108,Completed,2024-05-31 14:21:15
256,76,Golem,"Rock,Ground",80,120,130,45,False,139,Juan Water,32,Sootopolis City,96,Drowzee,psychic,60,48,45,42,False,106,Dawn Berlitz,10,Twinleaf Town,106,Completed,2024-05-31 13:47:11
262,140,Kabuto,"rock,water",30,80,90,55,False,104,Gary Oak,16,Pallet Town,127,Pinsir,Bug,65,125,100,85,False,148,Flint Fire,39,Sunnyshore City,104,Completed,2024-05-31 01:19:28
289,100,Voltorb,Electric,40,30,50,100,False,131,Roxanne Rock,17,Rustboro City,80,Slowbro,"water,Psychic",95,75,110,30,False,119,Blaine Fire,50,Cinnabar Island,119,Completed,2024-05-31 10:48:40
319,66,Machop,Fighting,70,80,50,35,False,101,Ash Ketchum,16,Pallet Town,102,Exeggcute,"grass,psychic",60,40,80,40,False,133,Wattson Electric,35,Mauville City,,In-Battle,2024-05-31 22:50:16
319,66,Machop,Fighting,70,80,50,35,False,101,Ash Ketchum,16,Pallet Town,102,Exeggcute,"grass,psychic",60,40,80,40,False,133,Wattson Electric,35,Mauville City,101,Completed,2024-05-31 23:25:08
345,9,Blastoise,water,79,83,100,78,False,106,Dawn Berlitz,10,Twinleaf Town,149,Dragonite,"Dragon,Flying",91,134,95,80,False,117,Erika Celadon,22,Celadon City,117,Completed,2024-05-31 13:38:14
372,2,Ivysaur,"grass,Poison",60,62,63,60,False,147,Bertha Ground,60,Shaymin Village,92,Gastly,"Ghost,poison",30,35,30,80,False,123,Whitney Normal,16,Goldenrod City,147,Completed,2024-05-31 21:38:35
426,54,Psyduck,water,50,52,48,55,False,109,Lance Dragonite,21,Blackthorn City,131,Lapras,"water,Ice",130,85,80,60,False,133,Wattson Electric,35,Mauville City,133,Completed,2024-05-31 06:40:10
