battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
63,42,Golbat,"Poison,Flying",75,80,70,90,False,139,Juan Water,32,Sootopolis City,120,Staryu,water,30,45,55,85,False,131,Roxanne Rock,17,Rustboro City,139,Completed,2024-05-22 21:14:55
133,40,Wigglytuff,"Normal,Fairy",140,70,45,45,False,121,Janine Poison,15,Fuchsia City,145,Zapdos,"Electric,flying",90,90,85,100,True,110,Red Champion,18,Pallet Town,,Cancelled,2024-05-22 12:38:05
169,88,Grimer,Poison,80,80,50,25,False,147,Bertha Ground,60,Shaymin Village,111,Rhyhorn,"ground,Rock",80,85,95,25,False,138,Liza Psychic,12,Mossdeep City,138,Completed,2024-05-22 01:00:40
171,38,Ninetales,Fire,73,76,75,100,False,125,Pryce Ice,60,Mahogany Town,28,Sandslash,Ground,75,100,110,65,False,121,Janine Poison,15,Fuchsia City,125,Completed,2024-05-22 06:51:36
264,147,Dratini,Dragon,41,64,45,50,False,127,Jasmine Steel,19,Olivine City,41,Zubat,"poison,flying",40,45,35,55,False,145,Steven Champion,35,Mossdeep City,127,Completed,2024-05-22 05:39:21
359,18,Pidgeot,"normal,Flying",83,80,75,101,False,131,Roxanne Rock,17,Rustboro City,145,Zapdos,"electric,Flying",90,90,85,100,True,147,Bertha Ground,60,Shaymin Village,147,Completed,2024-05-22 20:16:08
371,66,Machop,Fighting,70,80,50,35,False,118,Sabrina Psychic,20,Saffron City,23,Ekans,Poison,35,60,44,55,False,104,Gary Oak,16,Pallet Town,,In-Battle,2024-05-22 00:12:48
391,48,Venonat,"bug,poison",60,55,50,45,False,130,Karen Dark,22,Blackthorn City,59,Arcanine,Fire,90,110,80,95,False,143,Drake Dragon,45,Slateport City,143,Completed,2024-05-22 04:38:07
393,103,Exeggutor,"Grass,Psychic",95,95,85,55,False,150,Cynthia Champion,30,Snowpoint City,79,Slowpoke,"water,psychic",90,65,65,15,False,104,Gary Oak,16,Pallet Town,,In-Battle,2024-05-22 10:52:54
416,20,Raticate,normal,55,81,60,97,False,129,Bugsy Bug,16,Azalea Town,120,Staryu,water,30,45,55,85,False,103,Brock Slate,15,Pewter City,103,Completed,2024-05-22 19:53:12
447,32,Nidoran♂,poison,46,57,40,50,False,140,Sidney Dark,24,Lilycove City,30,Nidorina,Poison,70,62,67,56,False,145,Steven Champion,35,Mossdeep City,,In-Battle,2024-05-22 23:46:31
490,19,Rattata,normal,30,56,35,72,False,119,Blaine Fire,50,Cinnabar Island,132,Ditto,normal,48,48,48,48,False,113,Wallace Juan,24,Sootopolis City,119,Completed,2024-05-22 22:35:40
