battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
111,105,Marowak,Ground,60,80,,45,False,117,Erika Celadon,22,Celadon City,32,Nidoran♂,Poison,46,57,40,50,False,110,Red Champion,18,Pallet Town,,Planned,2024-01-09 09:13:14
205,50,Diglett,ground,10,55,25,95,False,101,Ash Ketchum,16,Pallet Town,23,Ekans,poison,,60,44,55,False,142,Glacia Ice,29,Mossdeep City,,Planned,2024-01-09 19:04:33
220,117,Seadra,water,,65,95,85,False,104,Gary Oak,16,Pallet Town,21,Spearow,"normal,Flying",,,30,70,False,105,May Maple,13,Petalburg City,,Planned,2024-01-09 12:45:43
237,132,Ditto,Normal,48,48,48,48,False,142,Glacia Ice,29,Mossdeep City,51,Dugtrio,Ground,35,80,50,,False,146,Aaron Bug,19,Sandgem Town,,Planned,2024-01-09 02:48:36
249,116,Horsea,water,30,40,70,60,False,120,Koga Poison,30,Unknown,13,Weedle,"Bug,poison",40,35,30,,False,106,Dawn Berlitz,10,Twinleaf Town,,Planned,2024-01-09 09:20:42
266,103,Exeggutor,"grass,Psychic",95,95,85,55,False,143,Drake Dragon,45,Slateport City,34,Nidoking,"Poison,ground",81,,77,85,False,107,Cynthia Shirona,28,Snowpoint City,,Planned,2024-01-09 17:13:32
284,100,Voltorb,electric,40,30,50,100,False,117,Erika Celadon,22,Celadon City,43,Oddish,"grass,Poison",45,50,,30,False,136,Winona Flying,28,Fortree City,,Planned,2024-01-09 01:22:58
304,47,Parasect,"bug,grass",60,95,80,30,False,104,Gary Oak,16,Pallet Town,31,Nidoqueen,"poison,Ground",90,92,87,76,False,107,Cynthia Shirona,28,Snowpoint City,,Planned,2024-01-09 08:34:08
359,18,Pidgeot,"normal,Flying",83,80,,101,False,131,Roxanne Rock,17,Rustboro City,145,Zapdos,"electric,Flying",90,90,85,100,True,147,Bertha Ground,60,Shaymin Village,,Planned,2024-01-09 13:07:56
380,123,Scyther,"Bug,flying",70,110,80,105,False,142,Glacia Ice,29,Mossdeep City,12,Butterfree,"bug,Flying",,45,50,70,False,131,Roxanne Rock,17,Rustboro City,,Planned,2024-01-09 23:05:22
389,31,Nidoqueen,"Poison,ground",90,92,87,76,False,116,Lt. Surge Surge,29,Vermilion City,71,Victreebel,"grass,Poison",80,105,,,False,126,Chuck Fighting,40,Cianwood City,,Planned,2024-01-09 02:07:17
402,105,Marowak,Ground,,80,,,False,111,Blue Oak,18,Pallet Town,33,Nidorino,poison,61,,57,65,False,144,Wallace Milotic,33,Sootopolis City,,Planned,2024-01-09 04:29:54
407,44,Gloom,"grass,poison",60,,70,40,False,121,Janine Poison,15,Fuchsia City,141,Kabutops,"Rock,Water",,115,105,,False,101,Ash Ketchum,16,Pallet Town,,Planned,2024-01-09 19:03:37
446,20,Raticate,Normal,,81,60,97,False,125,Pryce Ice,60,Mahogany Town,144,Articuno,"ice,Flying",90,,,85,True,140,Sidney Dark,24,Lilycove City,,Planned,2024-01-09 19:32:11
473,94,Gengar,"Ghost,Poison",,65,60,110,False,124,Morty Ghost,25,Ecruteak City,112,Rhydon,"ground,rock",105,,120,40,False,135,Norman Normal,40,Unknown,,Planned,2024-01-09 18:31:12
96,60,Poliwag,Water,40,50,40,90,False,105,May Maple,13,Petalburg City,14,Kakuna,"bug,Poison",45,25,50,35,False,122,Clair Dragon,21,Blackthorn City,,In-Battle,2024-01-09 21:48:47
489,103,Exeggutor,"Grass,psychic",95,95,85,55,False,126,Chuck Fighting,40,Cianwood City,26,Raichu,electric,60,90,55,110,False,142,Glacia Ice,29,Mossdeep City,,In-Battle,2024-01-09 06:18:55
