battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
11,132,Ditto,Normal,,48,48,48,False,123,Whitney Normal,16,Goldenrod City,132,Ditto,normal,,48,48,48,False,137,Tate Psychic,12,Mossdeep City,,Planned,2024-01-08 02:44:25
13,99,Kingler,Water,55,,115,,False,121,Janine Poison,15,Fuchsia City,28,Sandslash,ground,75,100,110,,False,105,May Maple,13,Petalburg City,,Planned,2024-01-08 08:35:35
19,107,Hitmonchan,fighting,,105,79,76,False,138,Liza Psychic,12,Mossdeep City,64,Kadabra,Psychic,,35,30,105,False,133,Wattson Electric,35,Mauville City,,Planned,2024-01-08 19:00:33
144,44,Gloom,"grass,poison",60,65,70,,False,127,Jasmine Steel,19,Olivine City,23,Ekans,Poison,35,60,44,55,False,110,Red Champion,18,Pallet Town,,Planned,2024-01-08 23:17:34
170,45,Vileplume,"grass,Poison",75,80,85,50,False,110,Red Champion,18,Pallet Town,76,Golem,"Rock,ground",80,120,,45,False,102,Misty Waterflower,12,Cerulean City,,Planned,2024-01-08 13:28:50
172,20,Raticate,Normal,55,,60,97,False,111,Blue Oak,18,Pallet Town,126,Magmar,Fire,,95,57,93,False,109,Lance Dragonite,21,Blackthorn City,,Planned,2024-01-08 15:24:19
182,117,Seadra,Water,,,95,,False,127,Jasmine Steel,19,Olivine City,34,Nidoking,"Poison,ground",81,,77,85,False,133,Wattson Electric,35,Mauville City,,Planned,2024-01-08 17:38:47
206,127,Pinsir,Bug,65,125,100,85,False,117,Erika Celadon,22,Celadon City,68,Machamp,Fighting,90,130,80,,False,106,Dawn Berlitz,10,Twinleaf Town,,Planned,2024-01-08 09:23:39
226,20,Raticate,Normal,55,,60,97,False,107,Cynthia Shirona,28,Snowpoint City,86,Seel,water,,45,55,45,False,115,Giovanni Rocket,35,Viridian City,,Planned,2024-01-08 13:28:34
232,58,Growlithe,fire,,70,45,,False,131,Roxanne Rock,17,Rustboro City,144,Articuno,"ice,flying",,85,100,85,True,120,Koga Poison,30,Unknown,,Planned,2024-01-08 02:44:48
269,44,Gloom,"grass,Poison",60,65,70,40,False,135,Norman Normal,40,Unknown,5,Charmeleon,fire,,64,58,80,False,102,Misty Waterflower,12,Cerulean City,,Planned,2024-01-08 22:27:17
273,146,Moltres,"Fire,flying",90,100,90,90,True,112,Leaf Green,18,Pallet Town,65,Alakazam,Psychic,55,50,45,120,False,126,Chuck Fighting,40,Cianwood City,,Planned,2024-01-08 07:57:28
409,23,Ekans,poison,35,60,44,55,False,134,Flannery Fire,23,Lavaridge Town,1,Bulbasaur,"Grass,poison",45,49,49,45,False,150,Cynthia Champion,30,Snowpoint City,,Planned,2024-01-08 00:21:35
455,54,Psyduck,Water,,52,48,55,False,148,Flint Fire,39,Sunnyshore City,39,Jigglypuff,"Normal,Fairy",115,45,20,20,False,110,Red Champion,18,Pallet Town,,Planned,2024-01-08 04:13:03
485,102,Exeggcute,"Grass,psychic",60,40,80,40,False,110,Red Champion,18,Pallet Town,4,Charmander,fire,39,,43,65,False,107,Cynthia Shirona,28,Snowpoint City,,Planned,2024-01-08 16:09:31
182,117,Seadra,Water,,,95,,False,127,Jasmine Steel,19,Olivine City,34,Nidoking,"Poison,ground",81,,77,85,False,133,Wattson Electric,35,Mauville City,,Planned,2024-01-08 17:38:47
