battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
17,99,Kingler,water,55,130,115,75,False,114,N Natural,24,Unknown,64,Kadabra,Psychic,40,35,30,105,False,130,Karen Dark,22,Blackthorn City,,Planned,2024-01-02 21:35:26
27,4,Charmander,Fire,39,52,43,65,False,138,Liza Psychic,12,Mossdeep City,130,Gyarados,"water,flying",95,125,79,81,False,120,Koga Poison,30,Unknown,,Planned,2024-01-02 20:01:59
54,146,Moltres,"fire,flying",90,100,90,90,True,133,Wattson Electric,35,Mauville City,96,Drowzee,Psychic,,48,45,42,False,127,Jasmine Steel,19,Olivine City,,Planned,2024-01-02 09:11:19
105,18,Pidgeot,"normal,Flying",,80,,101,False,113,Wallace Juan,24,Sootopolis City,48,Venonat,"Bug,poison",,,50,45,False,101,Ash Ketchum,16,Pallet Town,,Planned,2024-01-02 00:49:37
123,116,Horsea,water,30,,70,60,False,109,Lance Dragonite,21,Blackthorn City,10,Caterpie,Bug,,30,35,45,False,137,Tate Psychic,12,Mossdeep City,,Planned,2024-01-02 18:38:37
173,67,Machoke,fighting,80,100,70,,False,114,N Natural,24,Unknown,27,Sandshrew,Ground,50,,85,40,False,113,Wallace Juan,24,Sootopolis City,,Planned,2024-01-02 22:13:47
179,139,Omastar,"Rock,water",70,,125,55,False,112,Leaf Green,18,Pallet Town,77,Ponyta,fire,50,85,,90,False,122,Clair Dragon,21,Blackthorn City,,Planned,2024-01-02 21:18:05
183,72,Tentacool,"Water,Poison",40,40,35,,False,103,Brock Slate,15,Pewter City,60,Poliwag,Water,40,50,,,False,121,Janine Poison,15,Fuchsia City,,Planned,2024-01-02 23:31:36
222,74,Geodude,"rock,Ground",40,,100,20,False,121,Janine Poison,15,Fuchsia City,37,Vulpix,fire,38,41,40,65,False,102,Misty Waterflower,12,Cerulean City,,Planned,2024-01-02 20:24:58
224,101,Electrode,Electric,60,50,,140,False,137,Tate Psychic,12,Mossdeep City,136,Flareon,Fire,65,130,60,65,False,139,Juan Water,32,Sootopolis City,,Planned,2024-01-02 12:45:34
228,84,Doduo,"Normal,flying",35,85,45,75,False,108,Steven Stone,25,Mossdeep City,104,Cubone,Ground,,50,95,35,False,127,Jasmine Steel,19,Olivine City,,Planned,2024-01-02 23:50:56
229,67,Machoke,fighting,80,100,,45,False,142,Glacia Ice,29,Mossdeep City,68,Machamp,fighting,90,130,,55,False,105,May Maple,13,Petalburg City,,Planned,2024-01-02 15:11:23
293,136,Flareon,fire,,130,60,65,False,144,Wallace Milotic,33,Sootopolis City,143,Snorlax,normal,,,,,False,120,Koga Poison,30,Unknown,,Planned,2024-01-02 19:04:01
332,127,Pinsir,bug,65,125,100,85,False,133,Wattson Electric,35,Mauville City,125,Electabuzz,electric,,,57,105,False,146,Aaron Bug,19,Sandgem Town,,Planned,2024-01-02 01:08:47
411,63,Abra,psychic,25,20,15,90,False,130,Karen Dark,22,Blackthorn City,84,Doduo,"normal,Flying",,85,45,75,False,149,Lucian Psychic,28,Sunyshore City,,Planned,2024-01-02 04:48:27
448,11,Metapod,bug,50,20,,30,False,105,May Maple,13,Petalburg City,105,Marowak,ground,60,80,,,False,127,Jasmine Steel,19,Olivine City,,Planned,2024-01-02 23:01:27
461,52,Meowth,normal,40,45,35,90,False,145,Steven Champion,35,Mossdeep City,60,Poliwag,Water,40,,40,,False,139,Juan Water,32,Sootopolis City,,Planned,2024-01-02 14:15:06
490,19,Rattata,normal,,56,35,72,False,119,Blaine Fire,50,Cinnabar Island,132,Ditto,normal,48,48,48,48,False,113,Wallace Juan,24,Sootopolis City,,Planned,2024-01-02 10:58:57
