battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
22,73,Tentacruel,"Water,Poison",80,70,65,100,False,121,Janine Poison,15,Fuchsia City,99,Kingler,water,55,130,115,75,False,131,Roxanne Rock,17,Rustboro City,,In-Battle,2024-04-14 17:03:48
78,32,Nidoran♂,Poison,46,57,40,50,False,147,Bertha Ground,60,Shaymin Village,137,Porygon,Normal,65,60,70,40,False,135,Norman Normal,40,Unknown,135,Completed,2024-04-14 02:30:09
158,33,Nidorino,poison,61,72,57,65,False,139,Juan Water,32,Sootopolis City,82,Magneton,"electric,Steel",50,60,95,70,False,104,Gary Oak,16,Pallet Town,139,Completed,2024-04-14 21:04:26
236,35,Clefairy,Fairy,70,45,48,35,False,150,Cynthia Champion,30,Snowpoint City,98,Krabby,Water,30,105,90,50,False,124,Morty Ghost,25,Ecruteak City,124,Completed,2024-04-14 12:01:59
251,146,Moltres,"fire,flying",90,100,90,90,True,142,Glacia Ice,29,Mossdeep City,24,Arbok,poison,60,85,69,80,False,115,Giovanni Rocket,35,Viridian City,,In-Battle,2024-04-14 02:12:30
254,51,Dugtrio,Ground,35,80,50,120,False,105,May Maple,13,Petalburg City,15,Beedrill,"Bug,Poison",65,90,40,75,False,146,Aaron Bug,19,Sandgem Town,146,Completed,2024-04-14 18:32:32
264,147,Dratini,Dragon,41,64,45,50,False,127,Jasmine Steel,19,Olivine City,41,Zubat,"poison,flying",40,45,35,55,False,145,Steven Champion,35,Mossdeep City,,In-Battle,2024-04-14 06:43:57
369,80,Slowbro,"Water,psychic",95,75,110,30,False,135,Norman Normal,40,Unknown,140,Kabuto,"Rock,Water",30,80,90,55,False,144,Wallace Milotic,33,Sootopolis City,135,Completed,2024-04-14 22:44:24
468,10,Caterpie,bug,45,30,35,45,False,117,Erika Celadon,22,Celadon City,69,Bellsprout,"Grass,Poison",50,75,35,40,False,105,May Maple,13,Petalburg City,105,Completed,2024-04-14 20:34:04
474,20,Raticate,normal,55,81,60,97,False,112,Leaf Green,18,Pallet Town,76,Golem,"rock,Ground",80,120,130,45,False,123,Whitney Normal,16,Goldenrod City,,In-Battle,2024-04-14 13:15:21
490,19,Rattata,normal,30,56,35,72,False,119,Blaine Fire,50,Cinnabar Island,132,Ditto,normal,48,48,48,48,False,113,Wallace Juan,24,Sootopolis City,,In-Battle,2024-04-14 17:35:27
