battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
21,56,Mankey,Fighting,40,80,35,70,False,115,Giovanni Rocket,35,Viridian City,32,Nidoran♂,poison,46,57,40,50,False,131,Roxanne Rock,17,Rustboro City,115,Completed,2024-04-04 03:31:25
126,68,Machamp,Fighting,90,130,80,55,False,103,Brock Slate,15,Pewter City,51,Dugtrio,Ground,35,80,50,120,False,149,Lucian Psychic,28,Sunyshore City,103,Completed,2024-04-04 22:36:27
136,7,Squirtle,Water,44,48,65,43,False,149,Lucian Psychic,28,Sunyshore City,145,Zapdos,"electric,flying",90,90,85,100,True,122,Clair Dragon,21,Blackthorn City,,In-Battle,2024-04-04 02:44:10
243,25,Pikachu,electric,35,55,40,90,False,127,Jasmine Steel,19,Olivine City,105,Marowak,ground,60,80,110,45,False,148,Flint Fire,39,Sunnyshore City,,In-Battle,2024-04-04 02:53:02
247,54,Psyduck,Water,50,52,48,55,False,115,Giovanni Rocket,35,Viridian City,143,Snorlax,Normal,160,110,65,30,False,150,Cynthia Champion,30,Snowpoint City,,In-Battle,2024-04-04 03:24:21
279,27,Sandshrew,ground,50,75,85,40,False,146,Aaron Bug,19,Sandgem Town,145,Zapdos,"electric,Flying",90,90,85,100,True,129,Bugsy Bug,16,Azalea Town,,In-Battle,2024-04-04 10:35:50
293,136,Flareon,fire,65,130,60,65,False,144,Wallace Milotic,33,Sootopolis City,143,Snorlax,normal,160,110,65,30,False,120,Koga Poison,30,Unknown,120,Completed,2024-04-04 14:16:07
346,82,Magneton,"electric,Steel",50,60,95,70,False,147,Bertha Ground,60,Shaymin Village,106,Hitmonlee,Fighting,50,120,53,87,False,124,Morty Ghost,25,Ecruteak City,,In-Battle,2024-04-04 00:43:23
436,114,Tangela,grass,65,55,115,60,False,132,Brawly Fighting,20,Dewford Town,89,Muk,Poison,105,105,75,50,False,126,Chuck Fighting,40,Cianwood City,,In-Battle,2024-04-04 16:12:20
492,59,Arcanine,fire,90,110,80,95,False,136,Winona Flying,28,Fortree City,23,Ekans,Poison,35,60,44,55,False,148,Flint Fire,39,Sunnyshore City,,In-Battle,2024-04-04 03:59:03
