battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
11,132,Ditto,Normal,48,48,48,48,False,123,Whitney Normal,16,Goldenrod City,132,Ditto,normal,48,48,48,48,False,137,Tate Psychic,12,Mossdeep City,123,Completed,2024-05-16 14:25:49
79,44,Gloom,"grass,poison",60,65,70,40,False,128,Falkner Flying,17,Violet City,58,Growlithe,Fire,55,70,45,60,False,138,Liza Psychic,12,Mossdeep City,128,Completed,2024-05-16 20:22:19
86,41,Zubat,"Poison,Flying",40,45,35,55,False,117,Erika Celadon,22,Celadon City,110,Weezing,Poison,65,90,120,60,False,102,Misty Waterflower,12,Cerulean City,102,Completed,2024-05-16 12:06:16
182,117,Seadra,Water,55,65,95,85,False,127,Jasmine Steel,19,Olivine City,34,Nidoking,"Poison,ground",81,102,77,85,False,133,Wattson Electric,35,Mauville City,133,Completed,2024-05-16 12:37:31
270,115,Kangaskhan,Normal,105,95,80,90,False,142,Glacia Ice,29,Mossdeep City,25,Pikachu,Electric,35,55,40,90,False,110,Red Champion,18,Pallet Town,142,Completed,2024-05-16 02:58:09
318,88,Grimer,poison,80,80,50,25,False,150,Cynthia Champion,30,Snowpoint City,92,Gastly,"Ghost,poison",30,35,30,80,False,135,Norman Normal,40,Unknown,,In-Battle,2024-05-16 09:20:06
341,48,Venonat,"bug,Poison",60,55,50,45,False,101,Ash Ketchum,16,Pallet Town,37,Vulpix,fire,38,41,40,65,False,139,Juan Water,32,Sootopolis City,139,Completed,2024-05-16 19:54:25
351,62,Poliwrath,"Water,fighting",90,95,95,70,False,119,Blaine Fire,50,Cinnabar Island,45,Vileplume,"grass,Poison",75,80,85,50,False,131,Roxanne Rock,17,Rustboro City,119,Completed,2024-05-16 04:18:48
391,48,Venonat,"bug,poison",60,55,50,45,False,130,Karen Dark,22,Blackthorn City,59,Arcanine,Fire,90,110,80,95,False,143,Drake Dragon,45,Slateport City,,In-Battle,2024-05-16 15:13:59
402,105,Marowak,Ground,60,80,110,45,False,111,Blue Oak,18,Pallet Town,33,Nidorino,poison,61,72,57,65,False,144,Wallace Milotic,33,Sootopolis City,111,Completed,2024-05-16 22:21:15
403,107,Hitmonchan,Fighting,50,105,79,76,False,132,Brawly Fighting,20,Dewford Town,75,Graveler,"rock,ground",55,95,115,35,False,138,Liza Psychic,12,Mossdeep City,132,Completed,2024-05-16 22:50:21
437,134,Vaporeon,water,130,65,60,65,False,104,Gary Oak,16,Pallet Town,145,Zapdos,"electric,Flying",90,90,85,100,True,150,Cynthia Champion,30,Snowpoint City,,In-Battle,2024-05-16 13:37:57
475,148,Dragonair,dragon,61,84,65,70,False,144,Wallace Milotic,33,Sootopolis City,51,Dugtrio,Ground,35,80,50,120,False,102,Misty Waterflower,12,Cerulean City,144,Completed,2024-05-16 08:09:27
