battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
71,121,Starmie,"Water,Psychic",60,75,85,115,False,103,Brock Slate,15,Pewter City,54,Psyduck,Water,50,52,48,55,False,115,Giovanni Rocket,35,Viridian City,,Planned,2024-01-11 02:29:41
101,49,Venomoth,"Bug,Poison",70,65,60,90,False,139,Juan Water,32,Sootopolis City,148,Dragonair,Dragon,61,84,,,False,127,Jasmine Steel,19,Olivine City,,Planned,2024-01-11 15:18:02
122,25,Pikachu,electric,35,55,,90,False,150,Cynthia Champion,30,Snowpoint City,150,Mewtwo,psychic,106,110,90,130,True,119,Blaine Fire,50,Cinnabar Island,,Planned,2024-01-11 03:05:00
131,98,Krabby,water,30,105,90,,False,121,Janine Poison,15,Fuchsia City,69,Bellsprout,"grass,poison",,75,35,40,False,138,Liza Psychic,12,Mossdeep City,,Planned,2024-01-11 14:13:21
165,84,Doduo,"Normal,flying",35,85,45,75,False,108,Steven Stone,25,Mossdeep City,102,Exeggcute,"grass,psychic",60,40,80,40,False,117,Erika Celadon,22,Celadon City,,Planned,2024-01-11 19:04:50
195,18,Pidgeot,"Normal,Flying",83,,75,101,False,132,Brawly Fighting,20,Dewford Town,78,Rapidash,fire,65,100,,105,False,114,N Natural,24,Unknown,,Planned,2024-01-11 13:38:08
213,117,Seadra,water,55,65,,85,False,146,Aaron Bug,19,Sandgem Town,62,Poliwrath,"Water,Fighting",90,,95,70,False,111,Blue Oak,18,Pallet Town,,Planned,2024-01-11 01:54:44
263,39,Jigglypuff,"Normal,fairy",115,45,,20,False,107,Cynthia Shirona,28,Snowpoint City,17,Pidgeotto,"normal,flying",63,60,55,71,False,101,Ash Ketchum,16,Pallet Town,,Planned,2024-01-11 16:48:34
286,113,Chansey,Normal,250,,5,50,False,112,Leaf Green,18,Pallet Town,39,Jigglypuff,"Normal,Fairy",115,45,,20,False,123,Whitney Normal,16,Goldenrod City,,Planned,2024-01-11 13:34:57
292,108,Lickitung,Normal,90,55,75,,False,149,Lucian Psychic,28,Sunyshore City,58,Growlithe,fire,55,70,45,60,False,147,Bertha Ground,60,Shaymin Village,,Planned,2024-01-11 01:31:55
312,67,Machoke,Fighting,80,100,70,,False,130,Karen Dark,22,Blackthorn City,85,Dodrio,"Normal,Flying",,110,70,100,False,131,Roxanne Rock,17,Rustboro City,,Planned,2024-01-11 00:20:48
354,61,Poliwhirl,water,65,65,,90,False,138,Liza Psychic,12,Mossdeep City,6,Charizard,"fire,Flying",78,84,78,100,False,117,Erika Celadon,22,Celadon City,,Planned,2024-01-11 07:01:00
375,109,Koffing,Poison,,65,,35,False,104,Gary Oak,16,Pallet Town,62,Poliwrath,"water,Fighting",,95,95,70,False,120,Koga Poison,30,Unknown,,Planned,2024-01-11 07:29:32
392,6,Charizard,"fire,flying",78,84,78,100,False,128,Falkner Flying,17,Violet City,80,Slowbro,"Water,Psychic",,75,110,30,False,121,Janine Poison,15,Fuchsia City,,Planned,2024-01-11 05:58:48
398,65,Alakazam,psychic,55,50,45,,False,122,Clair Dragon,21,Blackthorn City,76,Golem,"Rock,ground",80,120,130,45,False,135,Norman Normal,40,Unknown,,Planned,2024-01-11 04:27:00
484,36,Clefable,fairy,95,70,73,60,False,116,Lt. Surge Surge,29,Vermilion City,21,Spearow,"normal,Flying",,60,,,False,146,Aaron Bug,19,Sandgem Town,,Planned,2024-01-11 16:31:24
62,108,Lickitung,Normal,90,55,75,30,False,130,Karen Dark,22,Blackthorn City,134,Vaporeon,water,130,65,60,65,False,150,Cynthia Champion,30,Snowpoint City,,In-Battle,2024-01-11 06:38:07
