battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
77,131,Lapras,"Water,Ice",130,,80,60,False,142,Glacia Ice,29,Mossdeep City,146,Moltres,"fire,flying",90,,90,,True,101,Ash Ketchum,16,Pallet Town,,Planned,2024-01-30 08:41:46
118,78,Rapidash,Fire,65,100,70,105,False,114,N Natural,24,Unknown,131,Lapras,"water,Ice",130,85,80,60,False,110,Red Champion,18,Pallet Town,,Planned,2024-01-30 07:54:19
154,133,Eevee,normal,55,55,50,,False,128,Falkner Flying,17,Violet City,10,Caterpie,Bug,45,30,35,,False,140,Sidney Dark,24,Lilycove City,,Planned,2024-01-30 07:02:48
208,19,Rattata,Normal,30,56,35,,False,104,Gary Oak,16,Pallet Town,100,Voltorb,Electric,40,30,50,,False,112,Leaf Green,18,Pallet Town,,Planned,2024-01-30 01:33:23
297,25,Pikachu,electric,35,,,90,False,105,May Maple,13,Petalburg City,18,Pidgeot,"normal,Flying",83,,75,,False,144,Wallace Milotic,33,Sootopolis City,,Planned,2024-01-30 10:39:28
316,127,Pinsir,Bug,65,,100,85,False,110,Red Champion,18,Pallet Town,65,Alakazam,Psychic,55,,45,,False,125,Pryce Ice,60,Mahogany Town,,Planned,2024-01-30 01:15:20
345,9,Blastoise,water,79,83,100,,False,106,Dawn Berlitz,10,Twinleaf Town,149,Dragonite,"Dragon,Flying",91,134,95,80,False,117,Erika Celadon,22,Celadon City,,Planned,2024-01-30 14:45:34
348,10,Caterpie,bug,45,30,35,45,False,127,Jasmine Steel,19,Olivine City,118,Goldeen,water,45,67,60,63,False,115,Giovanni Rocket,35,Viridian City,,Planned,2024-01-30 10:31:44
374,32,Nidoran♂,poison,46,57,40,50,False,140,Sidney Dark,24,Lilycove City,30,Nidorina,Poison,70,,67,56,False,128,Falkner Flying,17,Violet City,,Planned,2024-01-30 18:25:03
393,103,Exeggutor,"Grass,Psychic",,,85,,False,150,Cynthia Champion,30,Snowpoint City,79,Slowpoke,"water,psychic",90,65,65,15,False,104,Gary Oak,16,Pallet Town,,Planned,2024-01-30 20:28:28
416,20,Raticate,normal,55,81,,97,False,129,Bugsy Bug,16,Azalea Town,120,Staryu,water,30,,,,False,103,Brock Slate,15,Pewter City,,Planned,2024-01-30 00:01:26
488,130,Gyarados,"water,flying",95,,79,81,False,117,Erika Celadon,22,Celadon City,46,Paras,"Bug,grass",,70,55,25,False,126,Chuck Fighting,40,Cianwood City,,Planned,2024-01-30 09:26:57
496,53,Persian,normal,65,70,60,115,False,149,Lucian Psychic,28,Sunyshore City,62,Poliwrath,"water,fighting",,95,95,70,False,116,Lt. Surge Surge,29,Vermilion City,,Planned,2024-01-30 19:29:57
67,85,Dodrio,"normal,Flying",60,110,70,100,False,126,Chuck Fighting,40,Cianwood City,88,Grimer,Poison,80,80,50,25,False,137,Tate Psychic,12,Mossdeep City,,In-Battle,2024-01-30 02:12:08
266,103,Exeggutor,"grass,Psychic",95,95,85,55,False,143,Drake Dragon,45,Slateport City,34,Nidoking,"Poison,ground",81,102,77,85,False,107,Cynthia Shirona,28,Snowpoint City,,In-Battle,2024-01-30 19:30:23
340,71,Victreebel,"Grass,poison",80,105,65,70,False,143,Drake Dragon,45,Slateport City,150,Mewtwo,psychic,106,110,90,130,True,127,Jasmine Steel,19,Olivine City,,In-Battle,2024-01-30 01:08:07
429,88,Grimer,poison,80,80,50,25,False,111,Blue Oak,18,Pallet Town,124,Jynx,"ice,Psychic",65,50,35,95,False,125,Pryce Ice,60,Mahogany Town,,In-Battle,2024-01-30 12:24:03
489,103,Exeggutor,"Grass,psychic",95,95,85,55,False,126,Chuck Fighting,40,Cianwood City,26,Raichu,electric,60,90,55,110,False,142,Glacia Ice,29,Mossdeep City,126,Completed,2024-01-30 10:15:28
