battle_id,pokemon1_id,pokemon1_name,pokemon1_types,pokemon1_hp,pokemon1_attack,pokemon1_defense,pokemon1_speed,pokemon1_legendary,trainer1_id,trainer1_name,trainer1_age,trainer1_city,pokemon2_id,pokemon2_name,pokemon2_types,pokemon2_hp,pokemon2_attack,pokemon2_defense,pokemon2_speed,pokemon2_legendary,trainer2_id,trainer2_name,trainer2_age,trainer2_city,winner_trainer_id,battle_status,last_update_ts
5,17,Pidgeotto,"Normal,flying",63,60,55,71,False,126,Chuck Fighting,40,Cianwood City,73,Tentacruel,"Water,poison",80,70,65,100,False,135,Norman Normal,40,Unknown,,In-Battle,2024-05-21 01:09:53
29,139,Omastar,"rock,Water",70,60,125,55,False,133,Wattson Electric,35,Mauville City,77,Ponyta,fire,50,85,55,90,False,138,Liza Psychic,12,Mossdeep City,138,Completed,2024-05-21 11:50:36
38,22,Fearow,"Normal,flying",65,90,65,100,False,117,Erika Celadon,22,Celadon City,147,Dratini,Dragon,41,64,45,50,False,113,Wallace Juan,24,Sootopolis City,,In-Battle,2024-05-21 14:52:11
147,52,Meowth,normal,40,45,35,90,False,126,Chuck Fighting,40,Cianwood City,145,Zapdos,"Electric,Flying",90,90,85,100,True,129,Bugsy Bug,16,Azalea Town,129,Completed,2024-05-21 12:55:22
229,67,Machoke,fighting,80,100,70,45,False,142,Glacia Ice,29,Mossdeep City,68,Machamp,fighting,90,130,80,55,False,105,May Maple,13,Petalburg City,105,Completed,2024-05-21 20:06:48
297,25,Pikachu,electric,35,55,40,90,False,105,May Maple,13,Petalburg City,18,Pidgeot,"normal,Flying",83,80,75,101,False,144,Wallace Milotic,33,Sootopolis City,105,Completed,2024-05-21 04:32:27
299,99,Kingler,Water,55,130,115,75,False,124,Morty Ghost,25,Ecruteak City,10,Caterpie,Bug,45,30,35,45,False,129,Bugsy Bug,16,Azalea Town,124,Completed,2024-05-21 00:33:23
311,100,Voltorb,electric,40,30,50,100,False,134,Flannery Fire,23,Lavaridge Town,91,Cloyster,"water,ice",50,95,180,70,False,123,Whitney Normal,16,Goldenrod City,,In-Battle,2024-05-21 02:43:36
330,13,Weedle,"Bug,poison",40,35,30,50,False,140,Sidney Dark,24,Lilycove City,146,Moltres,"Fire,Flying",90,100,90,90,True,143,Drake Dragon,45,Slateport City,,In-Battle,2024-05-21 23:01:59
471,87,Dewgong,"Water,Ice",90,70,80,70,False,127,Jasmine Steel,19,Olivine City,51,Dugtrio,ground,35,80,50,120,False,124,Morty Ghost,25,Ecruteak City,127,Completed,2024-05-21 20:01:35
488,130,Gyarados,"water,flying",95,125,79,81,False,117,Erika Celadon,22,Celadon City,46,Paras,"Bug,grass",35,70,55,25,False,126,Chuck Fighting,40,Cianwood City,117,Completed,2024-05-21 11:33:58
